Name ImageFile	Set	ImageFile	Set #	Type	Stage	HP	Weakness	Resistance	Retreat Cost	Rarity	Text
Morelull DET 3	DET	DET_003	#003	Grass	Basic	50	Fire x2		1	Common	[G] Sleep Spore: 10 damage. Your opponent's Active Pokemon is now Asleep.
Charmander DET 4	DET	DET_004	#004	Fire	Basic	60	Water x2		1	Common	[C] Reckless Charge: 20 damage. This Pokemon does 10 damage to itself.
Charizard DET 5	DET	DET_005	#005	Fire	Stage 2 - Charmeleon	180	Water x2		3	Rare Holo	[R][C][C] Slash: 70 damage. | [R][C][C][C] Wild Tackle: 180 damage. This Pokemon does 50 damage to itself.
Arcanine DET 6	DET	DET_006	#006	Fire	Stage 1 - Growlithe	120	Water x2		3	Rare	Ability: Security Guard. As long as this Pokemon is your Active Pokemon, all of your Pokemon take 30 less damage from your opponent's attacks (after applying Weakness and Resistance). | [R][C][C] Sharp Fang: 90 damage.
Psyduck DET 7	DET	DET_007	#007	Water	Basic	80	Grass x2		3	Common	[W] Panic: 10 damage. This Pokemon is now Confused.
Magikarp DET 8	DET	DET_008	#008	Water	Basic	30	Lightning x2		1	Common	[W] Hold Still: Heal 10 damage from this Pokemon.
Greninja DET 9	DET	DET_009	#009	Water	Stage 2 - Frogadier	140	Grass x2		1	Rare Holo	Ability: Evasion Jutsu. If any damage is done to this Pokemon by attacks, flip a coin. If heads, prevent that damage. | [W][W] Furious Shurikens: This attack does 50 damage to 2 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Detective Pikachu DET 10	DET	DET_010	#010	Lightning	Basic	90	Fighting x2	Metal -20	2	Rare	[L] Scout: Your opponent reveals their hand. | [C][C][C] Surprise Attack: 80 damage. Flip a coin. If tails, this attack does nothing.
Mr. Mime DET 11	DET	DET_011	#011	Psychic	Basic	80	Psychic x2		1	Rare	Ability: Pantomime. When you play this Pokemon from your hand onto your Bench during your turn, you may switch 1 of your face-down Prize cards with the top card of your deck. | [P][C] Juggling: 20x damage. Flip 4 coins. This attack does 20 damage for each heads.
Mewtwo DET 12	DET	DET_012	#012	Psychic	Basic	130	Psychic x2		2	Rare Holo	[P][C] Psyjack: 30 damage. Choose 1 of your opponent's Active Pokemon's attacks. That Pokemon can't use that attack during your opponent's next turn. | [P][P][C] Break Burn: 130 damage. Discard 2 [P] Energy from this Pokemon.
Machamp DET 13	DET	DET_013	#013	Fighting	Stage 2 - Machoke	160	Psychic x2		2	Rare	[F] Directing Traffic: Look at the top 5 cards of your deck and put them back in any order. | [F][F] Cross Chop: 80+ damage. Flip a coin. If heads, this attack does 60 more damage.
Jigglypuff DET 14	DET	DET_014	#014	Fairy	Basic	60	Metal x2	Darkness -20	1	Common	[Y] Healing Melody: Heal 10 damage from each of your Pokemon.
Snubbull DET 15	DET	DET_015	#015	Fairy	Basic	70	Metal x2	Darkness -20	2	Common	[C][C] Play Rough: 10+ damage. Flip a coin. If heads, this attack does 30 more damage.
Lickitung DET 16	DET	DET_016	#016	Colorless	Basic	100	Fighting x2		3	Common	[C][C] Continuous Lick: 20x damage. Flip a coin until you get tails. This attack does 20 damage for each heads.
Ditto DET 17	DET	DET_017	#017	Colorless	Basic	60	Fighting x2		1	Rare Holo	[C] Copy Anything: Choose 1 of your opponent's Pokemon's attacks and use it as this attack. If this Pokemon doesn't have the necessary Energy to use that attack, this attack does nothing.
Slaking DET 18	DET	DET_018	#018	Colorless	Stage 2 - Vigoroth	180	Fighting x2		4	Rare	[C][C][C][C] Pitch: 150 damage. Your opponent switches their Active Pokemon with 1 of their Benched Pokemon.
Caterpie HIF 1	HIF	HIF_001	#001	Grass	Basic	60	Fire x2		1	Common	[G] Tackle: 10 damage.
Metapod HIF 2	HIF	HIF_002	#002	Grass	Stage 1 - Caterpie	90	Fire x2		2	Uncommon	[G][C] Tackle: 30 damage.
Butterfree HIF 3	HIF	HIF_003	#003	Grass	Stage 2 - Metapod	130	Fire x2		1	Rare	[G][C] Gust: 80 damage.
Paras HIF 4	HIF	HIF_004	#004	Grass	Basic	70	Fire x2		1	Common	[C] Scratch: 10 damage. | [G][C] Slash: 20 damage.
Scyther HIF 5	HIF	HIF_005	#005	Grass	Basic	100	Fire x2		1	Uncommon	[G] Slash: 10 damage. | [G][C] Sharp Scythe: 30 damage.
Pinsir-GX HIF 6	HIF	HIF_006	#006	Grass	Basic (GX)	180	Fire x2		2	Rare Holo GX	[G][G][C] Superpowered Horns: 110 damage. | [G][G][C] Guillotine GX: 160 damage. (You can't use more than 1 GX attack in a game.) | When your Pokemon-GX is Knocked Out, your opponent takes 2 Prize cards.
Charmander HIF 7	HIF	HIF_007	#007	Fire	Basic	70	Water x2		1	Common	[R] Gnaw: 10 damage. | [R][C] Flare: 20 damage.
Charmeleon HIF 8	HIF	HIF_008	#008	Fire	Stage 1 - Charmander	100	Water x2		1	Uncommon	[R][C] Slash: 30 damage. | [R][R][C] Flamethrower: 80 damage.
Charizard-GX HIF 9	HIF	HIF_009	#009	Fire	Stage 2 (GX) - Charmeleon	250	Water x2		3	Rare Holo GX	[R][R][C][C] Flamethrower: 140 damage. | [R][R][C][C] Flare Blitz GX: 300 damage. (You can't use more than 1 GX attack in a game.) | When your Pokemon-GX is Knocked Out, your opponent takes 2 Prize cards.
Magmar HIF 10	HIF	HIF_010	#010	Fire	Basic	90	Water x2		2	Uncommon	[R][R] Fire Punch: 50 damage.
Psyduck HIF 11	HIF	HIF_011	#011	Water	Basic	60	Grass x2		1	Common	[W] Headache: 20 damage.
Slowpoke HIF 12	HIF	HIF_012	#012	Water	Basic	70	Grass x2		2	Common	[C] Yawn: Your opponent's Active Pokemon is now Asleep.
Staryu HIF 13	HIF	HIF_013	#013	Water	Basic	50	Grass x2		1	Common	[C] Numbing Water: 10 damage. Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.
Starmie-GX HIF 14	HIF	HIF_014	#014	Water	Stage 1 (GX) - Staryu	100	Grass x2		0	Rare Holo GX	[W] Star Stream: 40 damage. Attach 2 [W] Energy cards from your discard pile to 1 of your Pokemon. | [C][C][C] Spinning Attack: 100 damage. | [C] Hydro Pump GX: 40+ damage. This attack does 40 more damage times the amount of [W] Energy attached to this Pokemon. (You can't use more than 1 GX attack in a game.) | When your Pokemon-GX is Knocked Out, your opponent takes 2 Prize cards.
Magikarp HIF 15	HIF	HIF_015	#015	Water	Basic	30	Lightning x2		1	Common	[C] Splash: 10 damage.
Gyarados-GX HIF 16	HIF	HIF_016	#016	Water	Stage 1 (GX) - Magikarp	230	Lightning x2		3	Rare Holo GX	[W][W][W][C] Dragon Rage: 130 damage. | [W][W][W][C] Hyper Beam GX: 240 damage. (You can't use more than 1 GX attack in a game.) | When your Pokemon-GX is Knocked Out, your opponent takes 2 Prize cards.
Lapras HIF 17	HIF	HIF_017	#017	Water	Basic	120	Grass x2		2	Rare	[W][W][C] Aqua Wave: 80 damage.
Vaporeon HIF 18	HIF	HIF_018	#018	Water	Stage 1 - Eevee	120	Grass x2		3	Rare Holo	[W][C] Water Gun: 30 damage. | [W][W][C] Bubble Drain: 80 damage. Heal 30 damage from this Pokemon.
Pikachu HIF 19	HIF	HIF_019	#019	Lightning	Basic	70	Fighting x2	Metal -20	1	Common	[L] Quick Attack: 10 damage. | [L][L][C] Electro Ball: 60 damage.
Raichu-GX HIF 20	HIF	HIF_020	#020	Lightning	Stage 1 (GX) - Pikachu	210	Fighting x2	Metal -20	1	Rare Holo GX	[L][L][C] Thunderbolt: 120 damage. | [L][L][C] Spark Ball GX: 200 damage. (You can't use more than 1 GX attack in a game.) | When your Pokemon-GX is Knocked Out, your opponent takes 2 Prize cards.
Voltorb HIF 21	HIF	HIF_021	#021	Lightning	Basic	50	Fighting x2	Metal -20	1	Common	[L] Lightning Ball: 20 damage.
Electrode HIF 22	HIF	HIF_022	#022	Lightning	Stage 1 - Voltorb	100	Fighting x2	Metal -20	1	Rare	[L] Lightning Ball: 30 damage. | [L][C][C] Electroblast: 60+ damage. Flip 2 coins. This attack does 30 more damage for each heads.
Jolteon HIF 23	HIF	HIF_023	#023	Lightning	Stage 1 - Eevee	90	Fighting x2	Metal -20	0	Rare	Ability: Electromagnetic Wall. As long as this Pokemon is your Active Pokemon, whenever your opponent attaches an Energy card from their hand to 1 of their Pokemon, put 2 damage counters on that Pokemon. | [L][C] Thunderbolt: 90 damage. Discard all Energy from this Pokemon.
Zapdos HIF 24	HIF	HIF_024	#024	Lightning	Basic	120	Lightning x2	Fighting -20	2	Rare Holo	[C][C] Hurricane Call: Flip 4 coins. For each heads, search your deck for a [L] Energy card and attach it to 1 of your Pokemon-GX or Pokemon-EX. Then, shuffle your deck. | [L][L][C] Sky-High Claws: 100 damage.
Ekans HIF 25	HIF	HIF_025	#025	Psychic	Basic	60	Psychic x2		1	Common	[P] Wrap: 10 damage. Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon.
Ekans HIF 26	HIF	HIF_026	#026	Psychic	Basic	60	Psychic x2		1	Common	[C][C] Tail Whap: 30 damage.
Arbok HIF 27	HIF	HIF_027	#027	Psychic	Stage 1 - Ekans	120	Psychic x2		2	Rare	Ability: Last Pattern. If this Pokemon is Knocked Out by damage from an opponent's attack, discard 2 random cards from your opponent's hand. | [P][C][C] Rocket Tail: 50+ damage. If Jessie & James is in your discard pile, this attack does 80 more damage.
Koffing HIF 28	HIF	HIF_028	#028	Psychic	Basic	60	Psychic x2		1	Common	[C] Tackle: 20 damage.
Weezing HIF 29	HIF	HIF_029	#029	Psychic	Stage 1 - Koffing	120	Psychic x2		3	Rare	Ability: Surrender Now. Once during your turn, if this Pokemon is discarded with the effect of Jessie & James, you may have your opponent discard a card from their hand. (They discard that card after the effect of Jessie & James.) | [C] Tackle: 40 damage.
Jynx HIF 30	HIF	HIF_030	#030	Psychic	Basic	100	Psychic x2		1	Uncommon	[P] Slap: 10 damage. | [P][C] Lovely Kiss: 30 damage.
Mewtwo-GX HIF 31	HIF	HIF_031	#031	Psychic	Basic (GX)	180	Psychic x2		2	Rare Holo GX	[P][P][C] Super Psy Bolt: 110 damage. | [P][P][C] Psycrush GX: 120 damage. Discard all Energy from your opponent's Active Pokemon. (You can't use more than 1 GX attack in a game.) | When your Pokemon-GX is Knocked Out, your opponent takes 2 Prize cards.
Mew HIF 32	HIF	HIF_032	#032	Psychic	Basic	80	Psychic x2		1	Rare	[P][P] Psyshot: 50 damage.
Geodude HIF 33	HIF	HIF_033	#033	Fighting	Basic	70	Grass x2		2	Common	[C] Tackle: 10 damage.
Graveler HIF 34	HIF	HIF_034	#034	Fighting	Stage 1 - Geodude	100	Grass x2		3	Uncommon	[C][C] Tackle: 30 damage. | [F][F][C][C] Mudslide. Discard 2 [F] Energy from this Pokemon. This attack does 80 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Golem HIF 35	HIF	HIF_035	#035	Fighting	Stage 2 - Graveler	170	Grass x2		4	Rare	[F][C][C] Rock Slide: 60 damage. This attack does 20 damage to 3 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [F][F][C][C] Land Crush: 140 damage.
Onix-GX HIF 36	HIF	HIF_036	#036	Fighting	Basic (GX)	200	Grass x2		4	Rare Holo GX	[F] Bind: 30 damage. Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed. | [F][C][C][C][C] Heavy Impact: 150 damage. | [F][C][C][C][C] Rocky Avalanche GX: 200 damage. During your opponent's next turn, this Pokemon takes 100 less damage from attacks (after applying Weakness and Resistance). (You can't use more than 1 GX attack in a game.) | When your Pokemon-GX is Knocked Out, your opponent takes 2 Prize cards.
Cubone HIF 37	HIF	HIF_037	#037	Fighting	Basic	60	Grass x2		2	Common	[C][C] Sharpshooting: This attack does 20 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Clefairy HIF 38	HIF	HIF_038	#038	Fairy	Basic	60	Metal x2	Darkness -20	1	Common	[C] Lead: Flip a coin. If heads, search your deck for a Supporter card, reveal it, and put it into your hand. Then, shuffle your deck. | [Y] Pound: 10 damage.
Clefairy HIF 39	HIF	HIF_039	#039	Fairy	Basic	60	Metal x2	Darkness -20	1	Common	[Y] Pound: 10 damage. | [Y][C] Moon Dance: 30 damage.
Clefable HIF 40	HIF	HIF_040	#040	Fairy	Stage 1 - Clefairy	120	Metal x2	Darkness -20	2	Rare	[Y][C] Pound: 40 damage. | [Y][Y][C] Moon Impact: 90 damage.
Jigglypuff HIF 41	HIF	HIF_041	#041	Fairy	Basic	70	Metal x2	Darkness -20	1	Common	[Y] Singing Voice: 10 damage. | [Y][C] Rollout: 30 damage.
Wigglytuff-GX HIF 42	HIF	HIF_042	#042	Fairy	Stage 1 (GX) - Jigglypuff	210	Metal x2	Darkness -20	2	Rare Holo GX	[Y][Y][C] Rolling Rush: 100+ damage. Flip a coin until you get tails. This attack does 30 more damage for each heads. | [Y][Y][C] Lovely Star GX: 130 damage. Heal all damage from this Pokemon. (You can't use more than 1 GX attack in a game.) | When your Pokemon-GX is Knocked Out, your opponent takes 2 Prize cards.
Mr. Mime HIF 43	HIF	HIF_043	#043	Fairy	Basic	90	Metal x2	Darkness -20	1	Rare	[Y] Happy Mime: Each player draws a card. | [Y][Y] Double Slap: 40x damage. Flip 2 coins. This attack does 40 damage for each heads.
Moltres & Zapdos & Articuno-GX HIF 44	HIF	HIF_044	#044	Colorless	Basic (GX) (Tag Team)	300	Lightning x2	Fighting -20	3	Rare Holo GX	[R][W][L][C] Trinity Burn: 210 damage. | [C][+] Sky Legends GX: Shuffle this Pokemon and all cards attached to it into your deck. If this Pokemon has at least 1 extra [R], [W], and [L] Energy attached to it (in addition to this attack's cost), this attack does 110 damage to 3 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) (You can't use more than 1 GX attack in a game.) | When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.
Farfetch'd HIF 45	HIF	HIF_045	#045	Colorless	Basic	80	Lightning x2	Fighting -20	1	Uncommon	[C][C] Leek Slap: 30 damage.
Chansey HIF 46	HIF	HIF_046	#046	Colorless	Basic	130	Fighting x2		2	Uncommon	[C][C][C] Double-Edge: 80 damage. This Pokemon does 20 damage to itself.
Kangaskhan HIF 47	HIF	HIF_047	#047	Colorless	Basic	120	Fighting x2		2	Rare	[C][C] Parental Fury: 40x damage. Flip a coin until you get tails. This attack does 40 damage for each heads.
Eevee HIF 48	HIF	HIF_048	#048	Colorless	Basic	60	Fighting x2		1	Rare Holo	[C] Curiosity: Your opponent reveals their hand. | [C][C] Spin Tackle: 30 damage. Flip a coin. If tails, this Pokemon does 10 damage to itself.
Eevee HIF 49	HIF	HIF_049	#049	Colorless	Basic	60	Fighting x2		1	Common	[C] Gnaw: 20 damage.
Snorlax HIF 50	HIF	HIF_050	#050	Colorless	Basic	150	Fighting x2		3	Rare	[C][C][C][C] Incredible Snore: 100 damage.
Bill's Analysis HIF 51	HIF	HIF_051	#051		Trainer - Supporter					Rare	Look at the top 7 cards of your deck. You may reveal up to 2 Trainer cards you find there and put them into your hand. Shuffle the other cards back into your deck. | You may play only 1 Supporter card during your turn (before your attack).
Blaine's Last Stand HIF 52	HIF	HIF_052	#052		Trainer - Supporter					Rare	You can play this card only when it is the last card in your hand. Draw 2 cards for each [R] Pokemon you have in play. | You may play only 1 Supporter card during your turn (before your attack).
Brock's Grit HIF 53	HIF	HIF_053	#053		Trainer - Supporter					Uncommon	Shuffle 6 in any combination of Pokemon and basic Energy cards from your discard pile into your deck. | You may play only 1 Supporter card during your turn (before your attack).
Brock's Pewter City Gym HIF 54	HIF	HIF_054	#054		Trainer - Stadium					Uncommon	Onix-GX (both yours and your opponent's) take 40 less damage from the opponent's attacks (after applying Weakness and Resistance). | This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.
Brock's Training HIF 55	HIF	HIF_055	#055		Trainer - Supporter					Rare Holo	Attach an Energy card from your hand to 1 of your Geodude, Graveler, Golem, Onix-GX, Cubone, Rhyhorn, Rhydon, or Sudowoodo. | You may play only 1 Supporter card during your turn (before your attack).
Erika's Hospitality HIF 56	HIF	HIF_056	#056		Trainer - Supporter					Rare	You can play this card only if you have 4 or fewer other cards in your hand. Draw a card for each of your opponent's Pokemon in play. | You may play only 1 Supporter card during your turn (before your attack).
Giovanni's Exile HIF 57	HIF	HIF_057	#057		Trainer - Supporter					Uncommon	Discard up to 2 of your Benched Pokemon that have no damage counters on them and all cards attached to them. | You may play only 1 Supporter card during your turn (before your attack).
Jessie & James HIF 58	HIF	HIF_058	#058		Trainer - Supporter					Rare Holo	Each player discards 2 cards from their hand. Your opponent discards first. | You may play only 1 Supporter card during your turn (before your attack).
Koga's Trap HIF 59	HIF	HIF_059	#059		Trainer - Supporter					Uncommon	Your opponent's Active Pokemon is now Confused and Poisoned. | You may play only 1 Supporter card during your turn (before your attack).
Lt. Surge's Strategy HIF 60	HIF	HIF_060	#060		Trainer - Supporter					Uncommon	You can play this card only if you have more Prize cards remaining than your opponent. During this turn, you can play 3 Supporter cards (including this card). | You may play only 1 Supporter card during your turn (before your attack).
Misty's Cerulean City Gym HIF 61	HIF	HIF_061	#061		Trainer - Stadium					Uncommon	The attacks of Starmie-GX (both yours and your opponent's) do 40 more damage to the opponent's Active Pokemon (before applying Weakness and Resistance). | This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.
Misty's Determination HIF 62	HIF	HIF_062	#062		Trainer - Supporter					Uncommon	Discard a card from your hand. If you do, look at the top 8 cards of your deck and put 1 of them into your hand. Shuffle the other cards back into your deck. | You may play only 1 Supporter card during your turn (before your attack).
Misty's Water Command HIF 63	HIF	HIF_063	#063		Trainer - Supporter					Rare Holo	Move any number of [W] Energy from your Pokemon to your Psyduck, Horsea, Staryu, Starmie-GX, Magikarp, Gyarados, or Lapras in any way you like. | You may play only 1 Supporter card during your turn (before your attack).
Pokemon Center Lady HIF 64	HIF	HIF_064	#064		Trainer - Supporter					Uncommon	Heal 60 damage and remove all Special Conditions from 1 of your Pokemon. | You may play only 1 Supporter card during your turn (before your attack).
Sabrina's Suggestion HIF 65	HIF	HIF_065	#065		Trainer - Supporter					Uncommon	Your opponent reveals their hand. You may choose a Supporter card you find there and use the effect of that card as the effect of this card. | You may play only 1 Supporter card during your turn (before your attack).
Moltres & Zapdos & Articuno-GX HIF 66	HIF	HIF_066	#066	Colorless	Basic (GX) (Tag Team)	300	Lightning x2	Fighting -20	3	Super Rare Holo	[R][W][L][C] Trinity Burn: 210 damage. | [C][+] Sky Legends GX: Shuffle this Pokemon and all cards attached to it into your deck. If this Pokemon has at least 1 extra [R], [W], and [L] Energy attached to it (in addition to this attack's cost), this attack does 110 damage to 3 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) (You can't use more than 1 GX attack in a game.) | When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.
Giovanni's Exile HIF 67	HIF	HIF_067	#067		Trainer - Supporter					Super Rare Holo	Discard up to 2 of your Benched Pokemon that have no damage counters on them and all cards attached to them. | You may play only 1 Supporter card during your turn (before your attack).
Jessie & James HIF 68	HIF	HIF_068	#068		Trainer - Supporter					Super Rare Holo	Each player discards 2 cards from their hand. Your opponent discards first. | You may play only 1 Supporter card during your turn (before your attack).
Moltres & Zapdos & Articuno-GX HIF 69	HIF	HIF_069	#069	Colorless	Basic (GX) (Tag Team)	300	Lightning x2	Fighting -20	3	Secret Rare	[R][W][L][C] Trinity Burn: 210 damage. | [C][+] Sky Legends GX: Shuffle this Pokemon and all cards attached to it into your deck. If this Pokemon has at least 1 extra [R], [W], and [L] Energy attached to it (in addition to this attack's cost), this attack does 110 damage to 3 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) (You can't use more than 1 GX attack in a game.) | When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.
Lightning Energy TK10A 1	TK10	TK10A_001	#001		Energy					Energy	
Lightning Energy TK10A 2	TK10	TK10A_002	#002		Energy					Energy	
Lightning Energy TK10A 3	TK10	TK10A_003	#003		Energy					Energy	
Stufful TK10A 4	TK10	TK10A_004	#004	Colorless	Basic	70	Fighting x2		2		[C][C] Tackle: 30 damage.
Lightning Energy TK10A 5	TK10	TK10A_005	#005		Energy					Energy	
Golbat TK10A 6	TK10	TK10A_006	#006	Psychic	Stage 1 - Zubat	80	Lightning x2	Fighting -20	0		[P] Super Poison Breath: Your opponent's Active Pokemon is now Poisoned. | [C][C] Acrobatics: 10+ damage. Flip 2 coins. This attack does 20 more damage for each heads.
Lightning Energy TK10A 7	TK10	TK10A_007	#007		Energy					Energy	
Lightning Energy TK10A 8	TK10	TK10A_008	#008		Energy					Energy	
Lightning Energy TK10A 9	TK10	TK10A_009	#009		Energy					Energy	
Lightning Energy TK10A 10	TK10	TK10A_010	#010		Energy					Energy	
Zubat TK10A 11	TK10	TK10A_011	#011	Psychic	Basic	50	Lightning x2	Fighting -20	1		[P] Astonish: Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into their deck.
Lightning Energy TK10A 12	TK10	TK10A_012	#012		Energy					Energy	
Spearow TK10A 13	TK10	TK10A_013	#013	Colorless	Basic	60	Lightning x2	Fighting -20	1		[C] Peck Bugs: 10+ damage. If your opponent's Active Pokemon is a [G] Pokemon, this attack does 30 more damage.
Pikachu TK10A 14	TK10	TK10A_014	#014	Lightning	Basic	60	Fighting x2	Metal -20	1		[C] Tail Whap: 10 damage. | [L][C] Spark: 20 damage. This attack does 10 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Potion TK10A 15	TK10	TK10A_015	#015		Trainer - Item						Heal 30 damage from 1 of your Pokemon. | You may play as many Item cards as you like during your turn (before your attack).
Grubbin TK10A 16	TK10	TK10A_016	#016	Grass	Basic	70	Fire x2		2		[C][C] Vice Grip: 20 damage.
Alolan Raichu TK10A 17	TK10	TK10A_017	#017	Lightning	Stage 1 - Pikachu	110	Fighting x2	Metal -20	1		[L] Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 30 more damage. | [L][C][C] Electric Surfer: 70 damage.
Bewear TK10A 18	TK10	TK10A_018	#018	Colorless	Stage 1 - Stufful	130	Fighting x2		3		[C][C] Bear Hug: 40 damage. The Defending Pokemon can't retreat during your opponent's next turn. | [C][C][C] Superpower: 80+ damage. You may do 40 more damage. If you do, this Pokemon does 20 damage to itself.
Hau TK10A 19	TK10	TK10A_019	#019		Trainer - Supporter						Draw 3 cards. | You may play only 1 Supporter card during your turn (before your attack).
Psychic Energy TK10A 20	TK10	TK10A_020	#020		Energy					Energy	
Great Ball TK10A 21	TK10	TK10A_021	#021		Trainer - Item						Look at the top 7 cards of your deck. You may reveal a Pokemon you find there and put it into your hand. Shuffle the other cards back into your deck. | You may play as many Item cards as you like during your turn (before your attack).
Drowzee TK10A 22	TK10	TK10A_022	#022	Psychic	Basic	70	Psychic x2		2		[P] Psychic Boom: 10x damage. This attack does 10 damage times the amount of Energy attached to your opponent's Active Pokemon. | [C][C] Headbutt: 20 damage.
Hau TK10A 23	TK10	TK10A_023	#023		Trainer - Supporter						Draw 3 cards. | You may play only 1 Supporter card during your turn (before your attack).
Psychic Energy TK10A 24	TK10	TK10A_024	#024		Energy					Energy	
Great Ball TK10A 25	TK10	TK10A_025	#025		Trainer - Item						Look at the top 7 cards of your deck. You may reveal a Pokemon you find there and put it into your hand. Shuffle the other cards back into your deck. | You may play as many Item cards as you like during your turn (before your attack).
Togedemaru TK10A 26	TK10	TK10A_026	#026	Lightning	Basic	70	Fighting x2	Metal -20	1		[C] Defense Curl: Flip a coin. If heads, prevent all damage done to this Pokemon by attacks during your opponent's next turn. | [L] Discharge: 30x damage. Discard all [L] Energy from this Pokemon. This attack does 30 damage for each card you discarded in this way.
Psychic Energy TK10A 27	TK10	TK10A_027	#027		Energy					Energy	
Psychic Energy TK10A 28	TK10	TK10A_028	#028		Energy					Energy	
Pikachu TK10A 29	TK10	TK10A_029	#029	Lightning	Basic	60	Fighting x2	Metal -20	1		[C] Tail Whap: 10 damage. | [L][C] Spark: 20 damage. This attack does 10 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Alolan Raichu TK10A 30	TK10	TK10A_030	#030	Lightning	Stage 1 - Pikachu	110	Fighting x2	Metal -20	1		[L] Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 30 more damage. | [L][C][C] Electric Surfer: 70 damage.
Caterpie TK10L 1	TK10	TK10L_001	#001	Grass	Basic	50	Fire x2		1		[C] Nap: Heal 20 damage from this Pokemon. | [C][C] Gnaw: 20 damage.
Fighting Energy TK10L 2	TK10	TK10L_002	#002		Energy					Energy	
Fighting Energy TK10L 3	TK10	TK10L_003	#003		Energy					Energy	
Trumbeak TK10L 4	TK10	TK10L_004	#004	Colorless	Stage 1 - Pikipek	80	Lightning x2	Fighting -20	1		[C] Bullet Seed: 20x damage. Flip 4 coins. This attack does 20 damage for each heads.
Fighting Energy TK10L 5	TK10	TK10L_005	#005		Energy					Energy	
Fighting Energy TK10L 6	TK10	TK10L_006	#006		Energy					Energy	
Fighting Energy TK10L 7	TK10	TK10L_007	#007		Energy					Energy	
Fighting Energy TK10L 8	TK10	TK10L_008	#008		Energy					Energy	
Fighting Energy TK10L 9	TK10	TK10L_009	#009		Energy					Energy	
Fighting Energy TK10L 10	TK10	TK10L_010	#010		Energy					Energy	
Fletchling TK10L 11	TK10	TK10L_011	#011	Colorless	Basic	50	Lightning x2	Fighting -20	1		[C] Growl: During your opponent's next turn, the Defending Pokemon's attacks do 20 less damage (before applying Weakness and Resistance). | [C][C] Flap: 20 damage.
Yungoos TK10L 12	TK10	TK10L_012	#012	Colorless	Basic	70	Fighting x2		1		[C] Tackle: 10 damage. | [C][C] Bite: 20 damage.
Fletchinder TK10L 13	TK10	TK10L_013	#013	Colorless	Stage 1 - Fletchling	70	Lightning x2	Fighting -20	1		[C] Flap: 20 damage. | [C][C] Razor Wind: 40 damage. Flip a coin. If tails, this attack does nothing.
Rockruff TK10L 14	TK10	TK10L_014	#014	Fighting	Basic	60	Grass x2		1		[C] Tackle: 10 damage. | [F][C] Rock Throw: 20 damage.
Pikipek TK10L 15	TK10	TK10L_015	#015	Colorless	Basic	50	Lightning x2	Fighting -20	1		[C] Rock Smash: 10+ damage. Flip a coin. If heads, this attack does 10 more damage.
Lycanroc TK10L 16	TK10	TK10L_016	#016	Fighting	Stage 1 - Rockruff	110	Grass x2		1		[C][C] Bite: 20 damage. | [F][F][C] Claw Slash: 80 damage.
Fighting Energy TK10L 17	TK10	TK10L_017	#017		Energy					Energy	
Makuhita TK10L 18	TK10	TK10L_018	#018	Fighting	Basic	80	Psychic x2		2		[F] Surprise Attack: 20 damage. Flip a coin. If tails, this attack does nothing. | [F][C] Strength: 40 damage.
Hau TK10L 19	TK10	TK10L_019	#019		Trainer - Supporter						Draw 3 cards. | You may play only 1 Supporter card during your turn (before your attack).
Fighting Energy TK10L 20	TK10	TK10L_020	#020		Energy					Energy	
Great Ball TK10L 21	TK10	TK10L_021	#021		Trainer - Item						Look at the top 7 cards of your deck. You may reveal a Pokemon you find there and put it into your hand. Shuffle the other cards back into your deck. | You may play as many Item cards as you like during your turn (before your attack).
Toucannon TK10L 22	TK10	TK10L_022	#022	Colorless	Stage 2 - Trumbeak	140	Lightning x2	Fighting -20	2		[C][C] Echoed Voice: 60 damage. During your next turn, this Pokemon's Echoed Voice attack does 60 more damage (before applying Weakness and Resistance). | [C][C][C] Beak Blast: 100 damage. Flip a coin. If heads, your opponent's Active Pokemon is now Burned.
