Name ImageFile	Set	ImageFile	Set #	Type	Stage	HP	Weakness	Resistance	Retreat Cost	Rarity	Text
Gible DRX 87	DRX	DRX_087	#087	Dragon	Basic	60	Dragon x2		1	Common	[F] Sand-Attack: If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing. | [W][C] Knock Away: 10+ damage. Flip a coin. If heads, this attack does 20 more damage.
Gabite DRX 88	DRX	DRX_088	#088	Dragon	Stage 1 - Gible	80	Dragon x2		1	Uncommon	[C] Tackle: 20 damage. | [W][F] Shred: 40 damage. This attack's damage isn't affected by any effects on the Defending Pokemon.
Gabite DRX 89	DRX	DRX_089	#089	Dragon	Stage 1 - Gible	80	Dragon x2		1	Uncommon	Ability: Dragon Call. Once during your turn (before your attack), you may search your deck for a [N] Pokemon, reveal it, and put it into your hand. Shuffle your deck afterward. | [W][F] Dragonslice: 20 damage.
Garchomp DRX 90	DRX	DRX_090	#090	Dragon	Stage 2 - Gabite	140	Dragon x2		1	Rare Holo	[F] Mach Cut: 60 damage. Discard a Special Energy attached to the Defending Pokemon. | [W][F] Dragonblad: 100 damage. Discard the top 2 cards of your deck.
Garchomp DRX 91	DRX	DRX_091	#091	Dragon	Stage 2 - Gabite	140	Dragon x2		0	Rare	[C] Jet Headbutt: 40 damage. | [W][F][C] Sand Tomb: 80 damage. The Defending Pokemon can't retreat during your opponent's next turn.
Giratina-EX DRX 92	DRX	DRX_092	#092	Dragon	Basic (EX)	180	Dragon x2		3	Rare Holo ex	[G][P][C] Shred: 90 damage. This attack's damage isn't affected by any effects on the Defending Pokemon. | [G][P][C][C] Dragon Pulse: 130 damage. Discard the top 3 cards of your deck. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Deino DRX 93	DRX	DRX_093	#093	Dragon	Basic	60	Dragon x2		2	Common	[D] Deep Growl: Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | [P][C] Power Breath: 30 damage. Discard an Energy attached to this Pokemon.
Deino DRX 94	DRX	DRX_094	#094	Dragon	Basic	60	Dragon x2		2	Common	[D] Guard Press: 10 damage. During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 10 (after applying Weakness and Resistance). | [P][C][C] Headbutt: 30 damage.
Zweilous DRX 95	DRX	DRX_095	#095	Dragon	Stage 1 - Deino	80	Dragon x2		2	Uncommon	[C][C] Crunch: 30 damage. Flip a coin. If heads, discard an Energy attached to the Defending Pokemon. | [P][D][D] Dragon Claw: 80 damage.
Zweilous DRX 96	DRX	DRX_096	#096	Dragon	Stage 1 - Deino	90	Dragon x2		3	Uncommon	[C] Draw In: Attach 2 [D] Energy cards from your discard pile to this Pokemon. | [P][D][C] Dragon Headbutt: 40 damage.
Hydreigon DRX 97	DRX	DRX_097	#097	Dragon	Stage 2 - Zweilous	150	Dragon x2		3	Rare Holo	Ability: Dark Trance. As often as you like during your turn (before your attack), you may move a Darkness Energy attached to 1 of your Pokemon to another of your Pokemon. | [P][D][D][C] Dragonblast: 140 damage. Discard to Darkness Energy attached to this Pokemon.
Hydreigon DRX 98	DRX	DRX_098	#098	Dragon	Stage 2 - Zweilous	150	Dragon x2		3	Rare	[D][C][C] Consume: 40 damage. Heal from this Pokemon the same amount of damage you did to the Defending Pokemon. | [P][D][C][C] Destructor Beam: 90 damage. Flip a coin. If heads, discard an Energy attached to the Defending Pokemon.
Aipom DRX 99	DRX	DRX_099	#099	Colorless	Basic	60	Fighting x2		1	Common	[C] Double Hit: 10x damage. Flip 2 coins. This attack does 10 damage times the number of heads.
Ambipom DRX 100	DRX	DRX_100	#100	Colorless	Stage 1 - Aipom	80	Fighting x2		1	Rare	[C] Double Hit: 20x damage. Flip 2 coins. This attack does 20 damage times the number of heads. | [C][C] Hand Fling: 10x damage. Does 10 damage times the number of cards in your hand.
Slakoth DRX 101	DRX	DRX_101	#101	Colorless	Basic	60	Fighting x2		2	Common	[C] Smack 'n' Slack: 10 damage. This Pokemon is now Asleep.
Vigoroth DRX 102	DRX	DRX_102	#102	Colorless	Stage 1 - Slakoth	80	Fighting x2		1	Uncommon	[C][C] Ambush: 20+ damage. Flip a coin. If heads, this attack does 40 more damage.
Slaking DRX 103	DRX	DRX_103	#103	Colorless	Stage 2 - Vigoroth	150	Fighting x2		4	Rare Holo	Ability: Unobservant. If your opponent's Active Pokemon is a Basic Pokemon, this Pokemon can't attack. | [C][C][C][C] Crushing Blow: 100 damage. Discard an Energy attached to the Defending Pokemon.
Swablu DRX 104	DRX	DRX_104	#104	Colorless	Basic	40	Lightning x2	Fighting -20	1	Uncommon	[C] Sing: The Defending Pokemon is now Asleep. | [C][C] Peck: 20 damage.
Swablu DRX 105	DRX	DRX_105	#105	Colorless	Basic	40	Lightning x2	Fighting -20	1	Common	[C] Peck: 10 damage.
Bidoof DRX 106	DRX	DRX_106	#106	Colorless	Basic	70	Fighting x2		2	Common	[C][C] Bang Heads: 20 damage. Both this Pokemon and the Defending Pokemon are now Confused.
Bibarel DRX 107	DRX	DRX_107	#107	Colorless	Stage 1 - Bidoof	100	Fighting x2		2	Uncommon	[C][C][C] Amnesia: 40 damage. Choose 1 of the Defending Pokemon's attacks. That Pokemon can't use that attack during your opponent's next turn. | [C][C][C][C] Tumbling Tackle: 60 damage. Both this Pokemon and the Defending Pokemon are now Asleep.
Audino DRX 108	DRX	DRX_108	#108	Colorless	Basic	90	Fighting x2		2	Uncommon	[C][C] Wake-up Beam: 40 damage. Remove all Special Conditions from the Defending Pokemon. | [C][C][C] Drain Slap: 60 damage. Heal 30 damage from this Pokemon.
Minccino DRX 109	DRX	DRX_109	#109	Colorless	Basic	60	Fighting x2		1	Common	[C] Pound: 10 damage. | [C][C] Reckless Charge: 30 damage. This Pokemon does 10 damage to itself.
Bouffalant DRX 110	DRX	DRX_110	#110	Colorless	Basic	100	Fighting x2		2	Uncommon	Ability: Bouffer. Any damage done to this Pokemon by attacks is reduced by 20 (after applying Weakness and Resistance). | [C][C][C] Gold Breaker: 60+ damage. If the Defending Pokemon is a Pokemon-EX, this attack does 60 more damage.
Rufflet DRX 111	DRX	DRX_111	#111	Colorless	Basic	50	Lightning x2	Fighting -20	1	Common	[C] Chirp: Search your deck for 2 Pokemon with [F] Resistance, reveal them, and put them into your hand. Shuffle your deck afterward. | [C][C] Sharp Beak: 10+ damage. Flip a coin. If heads, this attack does 20 more damage.
Braviary DRX 112	DRX	DRX_112	#112	Colorless	Stage 1 - Rufflet	100	Lightning x2	Fighting -20	0	Rare	[C] Slash: 30 damage. | [C][C][C] Fury Attack: 50x damage. Flip 3 coins. This attack does 50 damage times the number of heads.
Devolution Spray DRX 113	DRX	DRX_113	#113		Trainer - Item					Uncommon	Devolve 1 of your evolved Pokemon and put the highest stage Evolution card on it into your hand. (That Pokemon can't evolve this turn.) | You may play as many Item cards as you like during your turn (before your attack).
Giant Cape DRX 114	DRX	DRX_114	#114		Trainer - Item - Pokemon Tool					Uncommon	Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it. | The Pokemon this card is attached to gets +20 HP. | You may play as many Item cards as you like during your turn (before your attack).
Rescue Scarf DRX 115	DRX	DRX_115	#115		Trainer - Item - Pokemon Tool					Uncommon	Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it. | If the Pokemon this card is attached to is Knocked Out by damage from an attack, put that Pokemon into your hand. (Discard all cards attached to that Pokemon.) | You may play as many Item cards as you like during your turn (before your attack).
Tool Scrapper DRX 116	DRX	DRX_116	#116		Trainer - Item					Uncommon	Choose up to 2 Pokemon Tool cards attached to Pokemon in play (yours or your opponent's) and discard them. | You may play as many Item cards as you like during your turn (before your attack).
Blend Energy [GFPD] DRX 117	DRX	DRX_117	#117		Energy - Special					Uncommon	This card provides [C] Energy. When this card is attached to a Pokemon, this card provides [G], [R], [P], or [D] Energy but provides only 1 Energy at a time.
Blend Energy [WLFM] DRX 118	DRX	DRX_118	#118		Energy - Special					Uncommon	This card provides [C] Energy. When this card is attached to a Pokemon, this card provides [W], [L], [F], or [M] Energy but provides only 1 Energy at a time.
Ho-Oh-EX DRX 119	DRX	DRX_119	#119	Fire	Basic (EX)	160	Water x2	Fighting -20	2	Super Rare Holo	Ability: Rebirth. Once during your turn (before you attack), if this Pokemon is in the discard pile, you may flip a coin. If heads, put this Pokemon onto your Bench and attach 3 different types of basic Energy cards from the discard pile to this Pokemon. | [C][C][C] Rainbow Burn: 20 damage. Does 20 more damage for each different type of basic Energy attached to this Pokemon. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Mew-EX DRX 120	DRX	DRX_120	#120	Psychic	Basic (EX)	120	Psychic x2		1	Super Rare Holo	Ability: Versatile. This Pokemon can use the attacks of any Pokemon in play (both yours and your opponent's). (You still need the necessary Energy to use each attack.) | [P] Replace: Move as many Energy attached to your Pokemon to your other Pokemon in any way you like. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Terrakion-EX DRX 121	DRX	DRX_121	#121	Fighting	Basic (EX)	180	Grass x2		3	Super Rare Holo	[F][C] Rock Tumble: 50 damage. This attack's damage isn't affected by Resistance. | [F][F][C] Pump-up Smash: 90 damage. Attach 2 basic Energy cards from your hand to your Benched Pokemon in any way you like. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Registeel-EX DRX 122	DRX	DRX_122	#122	Metal	Basic (EX)	180	Fire x2	Psychic -20	4	Super Rare Holo	[C][C][C] Triple Laser: This attack does 30 damage to 3 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon). | [M][M][C][C] Protect Charge: 80 damage. During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 20 (after applying Weakness and Resistance). | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Rayquaza-EX DRX 123	DRX	DRX_123	#123	Dragon	Basic (EX)	170	Dragon x2		1	Super Rare Holo	[C] Celestial Roar: Discard the top 3 cards of your deck. If any of those cards are Energy cards, attach them to this Pokemon. | [R][L] Dragon Burst: 60x damage. Discard all basic [R] Energy or all basic [L] Energy attached to this Pokemon. This attack does 60 damage times the number of Energy you discarded. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Giratina-EX DRX 124	DRX	DRX_124	#124	Dragon	Basic (EX)	180	Dragon x2		3	Super Rare Holo	[G][P][C] Shred: 90 damage. This attack's damage isn't affected by any effects on the Defending Pokemon. | [G][P][C][C] Dragon Pulse: 130 damage. Discard the top 3 cards of your deck. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Serperior DRX 125	DRX	DRX_125	#125	Grass	Stage 2 - Servine	130	Fire x2	Water -20	1	Secret Rare	Ability: Royal Heal. At any times between turns, heal 10 damage from each of your Pokemon. | [G][C] Leaf Tornado: 60 damage. Move as many [G] Energy attached to your Pokemon to your other Pokemon in any way you like.
Reuniclus DRX 126	DRX	DRX_126	#126	Psychic	Stage 2 - Duosion	90	Psychic x2		2	Secret Rare	Ability: Damage Swap. As often as you like during your turn (before your attack), you may move 1 damage counter from 1 of your Pokemon to another of your Pokemon. | [P][P][P] Psywave: 30+ damage. Does 10 more damage for each Energy attached to the Defending Pokemon.
Krookodile DRX 127	DRX	DRX_127	#127	Darkness	Stage 2 - Krokorok	150	Fighting x2	Psychic -20	3	Secret Rare	[D][C][C] Dark Clamp: 60 damage. The Defending Pokemon can't retreat during your opponent's next turn. | [D][D][C][C] Bombast: 40x damage. Does 40 damage times the number of Prize cards you have taken.
Rayquaza DRX 128	DRX	DRX_128	#128	Dragon	Basic	120	Dragon x2		3	Secret Rare	[L] Dragon Pulse: 40 damage. Discard the top 2 cards of your deck. | [R][L][C] Shred: 90 damage. This attack's damage isn't affected by any effects on the Defending Pokemon.
Oddish BCR 1	BCR	BCR_001	#001	Grass	Basic	50	Fire x2	Water -20	1	Common	[G] Absorb: 10 damage. Heal 10 damage from this Pokemon. | [C][C] Acid: 20 damage.
Gloom BCR 2	BCR	BCR_002	#002	Grass	Stage 1 - Oddish	80	Fire x2	Water -20	1	Uncommon	[C][C] Foul Odor: Both this Pokemon and the Defending Pokemon are now Confused. | [G][C][C] Poison Powder: 40 damage. The Defending Pokemon is now Poisoned.
Vileplume BCR 3	BCR	BCR_003	#003	Grass	Stage 2 - Gloom	140	Fire x2	Water -20	3	Rare Holo	Ability: Allergy Panic. Apply Weakness for each Pokemon (both yours and your opponent's) as x4 instead. | [G][C][C][C] Pollen Spray: 50 damage. The Defending Pokemon is now Asleep and Poisoned.
Bellossom BCR 4	BCR	BCR_004	#004	Grass	Stage 2 - Gloom	110	Fire x2	Water -20	1	Rare	[G] Grass Knot: 10+ damage. Does 20 more damage for each [C] in the Defending Pokemon's Retreat Cost. | [G][C][C] Petal Dance: 50x damage. Flip 3 coins. This attack does 50 damage times the number of heads. This Pokemon is now Confused.
Tangela BCR 5	BCR	BCR_005	#005	Grass	Basic	80	Fire x2	Water -20	2	Common	[G] Nap: Heal 30 damage from this Pokemon. | [G][C][C] Vine Whip: 50 damage.
Tangrowth BCR 6	BCR	BCR_006	#006	Grass	Stage 1 - Tangela	130	Fire x2	Water -20	4	Rare Holo	[G] Hundred Furious Lashes: 30x damage. Does 30 damage times the amount of [G] Energy attached to this Pokemon. This Pokemon can't use Hundred Furious Lashes during your next turn. | [G][C][C][C] Mega Drain: 70 damage. Heal 30 damage from this Pokemon.
Scyther BCR 7	BCR	BCR_007	#007	Grass	Basic	70	Fire x2		1	Common	[C] Slash: 10 damage. | [C][C] Sharp Scythe: 20 damage.
Heracross BCR 8	BCR	BCR_008	#008	Grass	Basic	100	Fire x2		2	Uncommon	[G] Horn Attack: 20 damage. | [G][G][C] Giga Horn: 80 damage. Flip 2 coins. If both of them are tails, this attack does nothing.
Celebi-EX BCR 9	BCR	BCR_009	#009	Grass	Basic (EX)	110	Fire x2	Water -20	1	Rare Holo ex	Ability: Time Recall. Each of your evolved Pokemon can use any attack from its previous Evolutions. (You still need the necessary Energy to use each attack.) | [G][C][C] Win Whisk: 60 damage. Switch this Pokemon with 1 of your Benched Pokemon. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Shaymin BCR 10	BCR	BCR_010	#010	Grass	Basic	70	Fire x2		1	Rare	[C] Call for Family: Search your deck for 2 Basic Pokemon and put them onto your Bench. Shuffle your deck afterward. | [G][G] Leaf Drain: 30 damage. Flip a coin. If heads, heal 30 damage from this Pokemon.
Snivy BCR 11	BCR	BCR_011	#011	Grass	Basic	60	Fire x2		1	Common	[G] Vine Whip: 10 damage. | [G][C] Cut: 20 damage.
Servine BCR 12	BCR	BCR_012	#012	Grass	Stage 1 - Snivy	80	Fire x2		1	Uncommon	[G] Vine Whip: 20 damage. | [G][C][C] Double Slash: 40x damage. Flip 2 coins. This attack does 40 damage times the number of heads.
Serperior BCR 13	BCR	BCR_013	#013	Grass	Stage 2 - Servine	140	Fire x2		1	Rare Holo	[G][C] Double Slash: 50x damage. Flip 2 coins. This attack does 50 damage times the number of heads. | [G][C][C] Mega Drain: 70 damage. Heal 30 damage from this Pokemon.
Cottonee BCR 14	BCR	BCR_014	#014	Grass	Basic	50	Fire x2	Water -20	1	Common	[C] Ram: 10 damage.
Whimsicott BCR 15	BCR	BCR_015	#015	Grass	Stage 1 - Cottonee	80	Fire x2	Water -20	1	Rare	[C] Fluffy Tag: Switch this Pokemon with 1 of your Benched Pokemon. During your next turn, the attacks of that Pokemon do 40 more damage to the Active Pokemon (before applying Weakness and Resistance). | [G] Stun Spore: 20 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed.
Petilil BCR 16	BCR	BCR_016	#016	Grass	Basic	50	Fire x2	Water -20	1	Uncommon	[G] Sleep Powder: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Asleep.
Lilligant BCR 17	BCR	BCR_017	#017	Grass	Stage 1 - Petilil	80	Fire x2	Water -20	1	Rare	[C] Return: 20 damage. Draw cards until you have 6 cards in your hand. | [G][C][C] Magical Leaf: 50+ damage. Flip a coin. If heads, this attack does 30 more damage and heal 30 damage from this Pokemon.
Charmander BCR 18	BCR	BCR_018	#018	Fire	Basic	70	Water x2		2	Common	[R] Draw In: Attach 2 [R] Energy cards from your discard pile to this Pokemon. | [R][C] Flare: 20 damage.
Charmeleon BCR 19	BCR	BCR_019	#019	Fire	Stage 1 - Charmander	90	Water x2		2	Uncommon	[R] Flare: 20 damage. | [R][C][C] Raging Claws: 50+ damage. Does 10 more damage for each damage counter on this Pokemon.
Charizard BCR 20	BCR	BCR_020	#020	Fire	Stage 2 - Charmeleon	160	Water x2		3	Rare Holo	[R][C][C] Split Bomb: This attack does 40 damage to 2 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [R][C][C][C][C] Scorching Fire: 150 damage. Discard a [R] Energy attached to this Pokemon.
Numel BCR 21	BCR	BCR_021	#021	Fire	Basic	90	Water x2		3	Common	[R][C] Flamethrower: 60 damage. Discard an Energy attached to this Pokemon.
Camerupt BCR 22	BCR	BCR_022	#022	Fire	Stage 1 - Numel	130	Water x2		4	Rare	[R][C][C] Fire Shard: 60 damage. The Defending Pokemon is now Burned. Flip a coin. If heads, the Defending Pokemon is also Paralyzed. | [R][R][C][C] Flamethrower: 80 damage. Discard an Energy attached to this Pokemon.
Victini BCR 23	BCR	BCR_023	#023	Fire	Basic	70	Water x2		1	Rare	[C] Collect: Draw a card. | [R][C] Relentless Flames: 30x damage. Flip a coin until you get tails. This attack does 30 damage times the number of heads.
Tepig BCR 24	BCR	BCR_024	#024	Fire	Basic	60	Water x2		1	Common	[R] Flare: 10 damage. | [R][C] Rollout: 20 damage.
Pignite BCR 25	BCR	BCR_025	#025	Fire	Stage 1 - Tepig	90	Water x2		2	Uncommon	[R][C] Rollout: 20 damage. | [R][C][C] Firebreathing: 40+ damage. Flip a coin. If heads, this attack does 20 more damage.
Emboar BCR 26	BCR	BCR_026	#026	Fire	Stage 2 - Pignite	150	Water x2		4	Rare Holo	[R][C][C] Firebreathing: 40+ damage. Flip a coin. If heads, this attack does 30 more damage. | [R][R][C][C] Fire Blast: 120 damage. Discard an Energy attached to this Pokemon.
Darumaka BCR 27	BCR	BCR_027	#027	Fire	Basic	70	Water x2		2	Common	[R][C] Reckless Charge: 30 damage. Flip a coin. If tails, this Pokemon does 10 damage to itself.
Darmanitan BCR 28	BCR	BCR_028	#028	Fire	Stage 1 - Darumaka	110	Water x2		2	Uncommon	[C] Continuous Tumble: 20x damage. Flip a coin until you get tails. This attack does 20 damage times the number of heads. | [R][C][C] Damage Counterpunch: 60+ damage. If this Pokemon has any damage counters on it, this attack does 60 more damage.
Squirtle BCR 29	BCR	BCR_029	#029	Water	Basic	60	Grass x2		1	Common	Ability: Shell Shield. As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attack (both yours and your opponent's). | [W][C] Water Splash: 10+ damage. Flip a coin. If heads, this attack does 20 more damage.
Wartortle BCR 30	BCR	BCR_030	#030	Water	Stage 1 - Squirtle	80	Grass x2		2	Uncommon	[C] Withdraw: Flip a coin. If heads, prevent all damage done to this Pokemon by attacks during your opponent's next turn. | [W][W][C] Waterfall: 60 damage.
Blastoise BCR 31	BCR	BCR_031	#031	Water	Stage 2 - Wartortle	140	Grass x2		4	Rare Holo	Ability: Deluge. As often as you like during your turn (before your attack), you may attach a [W] Energy card from your hand to 1 of your Pokemon. | [C][C][C][C] Hydro Pump: 60+ damage. Does 10 more damage for each [W] Energy attached to this Pokemon.
Psyduck BCR 32	BCR	BCR_032	#032	Water	Basic	60	Lightning x2		1	Common	[C] Dazzle Dance: Flip a coin. If heads, the Defending Pokemon is now Confused.
Psyduck BCR 33	BCR	BCR_033	#033	Water	Basic	70	Lightning x2		3	Common	[W] Firefighting: Discard a [R] Energy attached to the Defending Pokemon.
Golduck BCR 34	BCR	BCR_034	#034	Water	Stage 1 - Psyduck	80	Lightning x2		0	Uncommon	[C] Confuse Ray: The Defending Pokemon is now Confused. | [W][C] Water Gun: 30 damage.
Golduck BCR 35	BCR	BCR_035	#035	Water	Stage 1 - Psyduck	90	Lightning x2		0	Rare	[C] Amnesia: 20 damage. Choose 1 of the Defending Pokemon's attacks. The Pokemon can't use that attack during your opponent's next turn. | [W][W] Aquafall: 90 damage. Discard all Energy attached to this Pokemon.
Marill BCR 36	BCR	BCR_036	#036	Water	Basic	70	Lightning x2		2	Common	[C][C] Rollout: 20 damage. | [W][C][C] Water Gun: 30 damage.
Azumarill BCR 37	BCR	BCR_037	#037	Water	Stage 1 - Marill	90	Lightning x2		1	Uncommon	[C][C] Deep Dive: Flip 2 coins. For each heads, heal 40 damage from this Pokemon. | [W][W][C] Aqua Sonic: 70 damage. This attack's damage isn't affected by Resistance.
Delibird BCR 38	BCR	BCR_038	#038	Water	Basic	80	Metal x2		1	Uncommon	[C] Present: Flip a coin. If heads, search your deck for a card and put it into your hand. Shuffle your deck afterward. | [W][C] Icy Wind: 30 damage. The Defending Pokemon is now Asleep.
Oshawott BCR 39	BCR	BCR_039	#039	Water	Basic	60	Grass x2		1	Common	[W] Rain Splash: 10 damage. | [W][C] Seashell Attack: 20 damage.
Dewott BCR 40	BCR	BCR_040	#040	Water	Stage 1 - Oshawott	90	Grass x2		1	Uncommon	[W] Rain Splash: 20 damage. | [W][W][C] Waterfall: 50 damage.
Samurott BCR 41	BCR	BCR_041	#041	Water	Stage 2 - Dewott	140	Grass x2		3	Rare Holo	[W][C] Waterfall: 50 damage. | [W][W][C][C] Destructive Whirlpool: 80 damage. Discard an Energy attached to the Defending Pokemon.
Ducklett BCR 42	BCR	BCR_042	#042	Water	Basic	70	Lightning x2	Fighting -20	1	Common	[W][C] Rain Splash: 20 damage.
Swanna BCR 43	BCR	BCR_043	#043	Water	Stage 1 - Ducklett	90	Lightning x2	Fighting -20	1	Uncommon	[C][C] Aerial Ace: 20+ damage. Flip a coin. If heads, this attack does 20 more damage. | [W][C][C] Defog: 60+ damage. You may discard any Stadium card in play. If you do, this attack does 40 more damage.
Frillish BCR 44	BCR	BCR_044	#044	Water	Basic	80	Lightning x2		2	Common	[W][C][C] Wave Splash: 40 damage.
Jellicent BCR 45	BCR	BCR_045	#045	Water	Stage 1 - Frillish	100	Lightning x2		3	Rare	Ability: Stickiness. The Retreat Cost of each of your opponent's Pokemon in play is [C] more. | [W][C][C] Eerie Light: 40 damage. Flip a coin. If heads, the Defending Pokemon is now Confused.
Cryogonal BCR 46	BCR	BCR_046	#046	Water	Basic	90	Metal x2		1	Uncommon	[W][C] Ice Edge: 20+ damage. Flip a coin. If heads, this attack does 20 more damage.
Keldeo BCR 47	BCR	BCR_047	#047	Water	Basic	110	Grass x2		1	Rare Holo	[W][C] Slicing Blade: 30 damage. | [C][C][C] Hydro Pump: 60+ damage. Does 10 more damage for each [W] Energy attached to this Pokemon.
Keldeo BCR 48	BCR	BCR_048	#048	Water	Basic	90	Grass x2		1	Rare	[W][C] Rising Lunge: 20+ damage. Flip a coin. If heads, this attack does 20 more damage. | [W][W][C] Hydro Kick: 70 damage.
Keldeo-EX BCR 49	BCR	BCR_049	#049	Water	Basic (EX)	170	Grass x2		2	Rare Holo ex	Ability: Rush In. Once during your turn (before your attack), if this Pokemon is on your Bench, you may switch this Pokemon with your Active Pokemon. | [C][C][C] Secret Sword: 50+ damage. Does 20 more damage for each [W] Energy attached to this Pokemon. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Pikachu BCR 50	BCR	BCR_050	#050	Lightning	Basic	60	Fighting x2		1	Common	[L] Pika Punch: 10 damage. | [L][L][L] Double Voltage: 40x damage. Flip 2 coins. This attack does 40 damage times the number of heads.
Voltorb BCR 51	BCR	BCR_051	#051	Lightning	Basic	50	Fighting x2		1	Common	[C] Static Shock: 10 damage.
Electrode BCR 52	BCR	BCR_052	#052	Lightning	Stage 1 - Voltorb	80	Fighting x2		0	Uncommon	[C] Static Shock: 20 damage. | [L][C][C] Electro Ball: 60 damage.
Electabuzz BCR 53	BCR	BCR_053	#053	Lightning	Basic	80	Fighting x2		2	Common	[L][C] Low Kick: 20 damage. | [L][C][C] Magnetic Blast: 50 damage.
Electivire BCR 54	BCR	BCR_054	#054	Lightning	Stage 1 - Electabuzz	120	Fighting x2		3	Rare Holo	[L][C][C] Electriwave: This attack does 30 damage to each of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [L][C][C][C] Shock Wave: 80 damage. This attack's damage isn't affected by Resistance.
Chinchou BCR 55	BCR	BCR_055	#055	Lightning	Basic	60	Fighting x2		1	Common	[L][C] Electripult: This attack does 20 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Blitzle BCR 56	BCR	BCR_056	#056	Lightning	Basic	70	Fighting x2		1	Common	[C] Smash Kick: 10 damage.
Zebstrika BCR 57	BCR	BCR_057	#057	Lightning	Stage 1 - Blitzle	100	Fighting x2		1	Rare Holo	[C] Flame Charge: Search your deck for a [R] Energy card and attach it to this Pokemon. Shuffle your deck afterward. | [L][C][C] Thunder: 90 damage. Flip a coin. If tails, this Pokemon does 30 damage to itself.
Wobbuffet BCR 58	BCR	BCR_058	#058	Psychic	Basic	90	Psychic x2		2	Uncommon	[P][P][C] Headbutt Bounce: 60 damage.
Spoink BCR 59	BCR	BCR_059	#059	Psychic	Basic	50	Psychic x2		1	Common	[P] Flail Around: 10x damage. Flip 3 coins. This attack does 10 damage times the number of heads.
Grumpig BCR 60	BCR	BCR_060	#060	Psychic	Stage 1 - Spoink	110	Psychic x2		2	Rare	[P][C] Psybeam: 30 damage. The Defending Pokemon is now Confused. | [P][C][C] Extrasensory: 60+ damage. If you have the same number of card in your hand as your opponent. this attack does 60 more damage.
Duskull BCR 61	BCR	BCR_061	#061	Psychic	Basic	50	Darkness x2		1	Common	[P] Confuse Ray: The Defending Pokemon is now Confused.
Dusclops BCR 62	BCR	BCR_062	#062	Psychic	Stage 1 - Duskull	80	Darkness x2		2	Uncommon	[P] Astonish: Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into his or her deck. | [P][C][C] Psyshot: 40 damage.
Dusknoir BCR 63	BCR	BCR_063	#063	Psychic	Stage 2 - Dusclops	130	Darkness x2		3	Rare Holo	Ability: Sinister Hand. As often as you like during your turn (before your attack), you may move 1 damage counter from 1 of your opponent's Pokemon to another of your opponent's Pokemon. | [P][C][C][C] Shadow Punch: 60 damage. This attack's damage isn't affected by Resistance.
Croagunk BCR 64	BCR	BCR_064	#064	Psychic	Basic	60	Psychic x2		1	Common	[P][C] Paralyzing Jab: 20 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed.
Croagunk BCR 65	BCR	BCR_065	#065	Psychic	Basic	70	Psychic x2		1	Uncommon	[P][C] Poison Jab: 20 damage. The Defending Pokemon is now Poisoned.
Toxicroak BCR 66	BCR	BCR_066	#066	Psychic	Stage 1 - Croagunk	90	Psychic x2		1	Rare	[C] Revenge: 20+ damage. If any of your Pokemon were Knocked Out by damage from an opponent's attack during his or her last turn, this attack does 70 more damage. | [P][C][C] Poison Jab: 60 damage. The Defending Pokemon is now Poisoned.
Cresselia-EX BCR 67	BCR	BCR_067	#067	Psychic	Basic (EX)	170	Psychic x2		1	Rare Holo ex	Ability: Sparkling Particles. At any time between turns, heal 10 damage from this Pokemon. | [P][C][C][C] Psychic Protection: 90 damage. During your opponent's next turn, this Pokemon was no Weakness. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
